title,from_date,emp_no,last_name,first_name,salary
Senior Staff,1995-03-23,218724,Panangaden,Sanjai,40000
Senior Staff,1995-03-23,228480,Gornas,Marc,76171
Senior Staff,1995-03-23,251268,Morrey,Gor,63828
Senior Staff,1995-03-23,407233,Basagni,Chenye,40000
Senior Staff,1995-03-23,434120,Baca,Dayanand,78682
Senior Staff,1995-03-24,67682,Ozeri,Moni,47969
Senior Staff,1995-03-24,466279,Goodrum,Adil,86419
Senior Staff,1995-03-25,68914,Hebert,Subhankar,43813
Senior Staff,1995-03-25,290680,Perelgut,Fei,40000
Senior Staff,1995-03-26,47249,Swen,Jayson,40000
Senior Staff,1995-03-26,89904,Olivero,Ottavia,72216
Senior Staff,1995-03-26,101690,Lally,Dante,75873
Senior Staff,1995-03-27,28753,Lichtner,Leaf,73262
Senior Staff,1995-03-27,419543,Nitsch,Abdelghani,63547
Senior Staff,1995-03-28,470400,Chinal,Kenroku,40000
Senior Staff,1995-03-29,235643,Gyimothy,Bernardo,58856
Senior Staff,1995-03-29,245565,Yeung,Basant,73446
Senior Staff,1995-03-29,261987,Kushner,Sanjoy,40000
Senior Staff,1995-03-30,96753,Giveon,Claude,71816
Senior Staff,1995-03-30,220237,Renear,Nalini,40000
Senior Staff,1995-03-30,407338,Zaiane,Erzsebet,50767
Senior Staff,1995-03-31,102433,Peek,Arch,92909
Senior Staff,1995-03-31,241354,Pauthner,Kousuke,47102
Senior Staff,1995-03-31,416924,Ambroszkiewicz,Vishwani,93361
Senior Staff,1995-04-01,47516,Assaf,Ronnie,60270
Senior Staff,1995-04-01,57561,Munos,Mototsugu,52211
Senior Staff,1995-04-01,266615,Menhardt,Monique,99290
Senior Staff,1995-04-01,471162,Pouyioutas,Renee,40000
Senior Staff,1995-04-02,50995,Bala,Ugo,66888
Senior Staff,1995-04-03,63329,Schaaf,Mart,60910
Senior Staff,1995-04-04,34552,Llado,Souichi,73652
Senior Staff,1995-04-04,37617,Tagansky,Joydip,47983
Senior Staff,1995-04-04,46672,Rehfuss,Heekeun,40000
Senior Staff,1995-04-04,48253,Muniz,Babette,40000
Senior Staff,1995-04-04,68947,Bergere,Toshimo,74667
Senior Staff,1995-04-04,461625,Bael,Margareta,69097
Senior Staff,1995-04-04,486246,Birch,Shaw,77812
Senior Staff,1995-04-05,85570,Karlin,Shigehito,40000
Senior Staff,1995-04-05,208795,Pargas,Ayakannu,40000
Senior Staff,1995-04-06,38776,Erol,Foong,81441
Senior Staff,1995-04-06,212307,Kirkerud,Leni,75603
Senior Staff,1995-04-06,430149,Luon,Gill,40947
Senior Staff,1995-04-07,28596,Porotnikoff,Perla,81312
Senior Staff,1995-04-07,263868,Koprowski,Chinhyun,73556
Senior Staff,1995-04-07,277742,Lamparter,Shaleah,40000
Senior Staff,1995-04-07,417123,Ramsak,Shao,61632
Senior Staff,1995-04-07,499313,Sury,Munehiko,69210
Senior Staff,1995-04-08,211040,Nitsch,Jaihie,64462
Senior Staff,1995-04-09,51481,Wilfing,Satoru,75376
Senior Staff,1995-04-09,419444,Bennet,Genevieve,41043
Senior Staff,1995-04-09,463973,Bierbaum,Christ,57550
Senior Staff,1995-04-09,491516,Heiserman,Neelam,51020
Senior Staff,1995-04-10,293317,Fargier,Tru,40000
Senior Staff,1995-04-10,483426,Willoner,Shmuel,40000
Senior Staff,1995-04-10,488525,Zolotykh,Leen,68668
Senior Staff,1995-04-11,243054,Felder,Georgy,56021
Senior Staff,1995-04-11,254488,Benzaken,Arvind,56628
Senior Staff,1995-04-11,286435,Cronan,Zvonko,46228
Senior Staff,1995-04-11,462706,VanScheik,Caolyn,40000
Senior Staff,1995-04-11,486516,Kitsuregawa,Shih,67746
Senior Staff,1995-04-12,46574,Sinitsyn,Yuping,65251
Senior Staff,1995-04-12,210155,Koblitz,Eirik,86430
Senior Staff,1995-04-12,219548,Naumovich,Anestis,86218
Senior Staff,1995-04-12,227650,Juneja,Takanari,57135
Senior Staff,1995-04-12,452162,Vecchi,Girolamo,57708
Senior Staff,1995-04-13,60697,Cannata,Gritta,40000
Senior Staff,1995-04-13,102738,Tchuente,Ramya,40000
Senior Staff,1995-04-13,282096,Zobel,Zvonko,91512
Senior Staff,1995-04-13,403697,Roohalamini,Shigehito,47641
Senior Staff,1995-04-13,408064,Kinley,Kerryn,61395
Senior Staff,1995-04-13,445701,Naumovich,Luigi,40000
Senior Staff,1995-04-14,13288,Broomell,Muneo,40000
Senior Staff,1995-04-14,19580,Tagansky,Stein,82037
Senior Staff,1995-04-14,244283,Manderick,Inderjeet,93563
Senior Staff,1995-04-15,58892,Cyne,Masami,62673
Senior Staff,1995-04-15,76396,Kakkad,Khun,40000
Senior Staff,1995-04-16,245840,Beznosov,Shan,68335
Senior Staff,1995-04-16,256764,Merks,Shirish,40000
Senior Staff,1995-04-16,275534,Oxman,Troy,48146
Senior Staff,1995-04-16,419669,Monarch,Florina,67263
Senior Staff,1995-04-17,22772,McClurg,Sandeepan,46367
Senior Staff,1995-04-17,424483,Zhiwei,Dipankar,49552
Senior Staff,1995-04-17,495895,Heemskerk,Yuichiro,46325
Senior Staff,1995-04-17,499920,Murtagh,Christ,73573
Senior Staff,1995-04-18,414173,Jonsson,Gina,73668
Senior Staff,1995-04-18,435640,Kitai,Zdislav,56271
Senior Staff,1995-04-18,444694,Peac,Perry,52659
Senior Staff,1995-04-19,50678,Chepyzhov,Udaiprakash,71576
Senior Staff,1995-04-20,417940,Assaf,Uri,67197
Senior Staff,1995-04-20,438408,Genther,Sadegh,53586
Senior Staff,1995-04-21,59212,Jeong,Koldo,56722
Senior Staff,1995-04-21,224776,Salinas,Thanasis,71802
Senior Staff,1995-04-21,244402,Godskesen,Xinan,57608
Senior Staff,1995-04-21,278237,Azuma,Ewing,43068
Senior Staff,1995-04-21,279127,Lorch,Gregory,40000
Senior Staff,1995-04-21,416008,Ranze,Zeljko,52251
Senior Staff,1995-04-21,462760,Baja,Chenye,93317
Senior Staff,1995-04-21,464555,Zastre,Kellyn,92229
Senior Staff,1995-04-22,97627,Ecklund,Koichi,42391
Senior Staff,1995-04-22,284602,Champarnaud,Bojan,63324
Senior Staff,1995-04-22,464050,Bratten,Shan,57980
Senior Staff,1995-04-23,21275,Suppi,Waiman,40000
Senior Staff,1995-04-23,53064,Heusch,Mingsen,54821
Senior Staff,1995-04-23,77599,Rosca,Gudjon,62534
Senior Staff,1995-04-23,81553,Fortenbacher,Adin,40000
Senior Staff,1995-04-23,90936,Yavatkar,Xinglin,92208
Senior Staff,1995-04-23,214385,Yemenis,Mechthild,67345
Senior Staff,1995-04-23,276876,Quittner,Anoosh,48097
Senior Staff,1995-04-23,443759,Comte,Branimir,66063
Senior Staff,1995-04-24,41644,Marakhovsky,Georg,73942
Senior Staff,1995-04-24,453698,Garnier,Waiman,59698
Senior Staff,1995-04-24,470639,Thebaut,Xiaoqiang,54651
Senior Staff,1995-04-25,64400,Brendel,Babette,40000
Senior Staff,1995-04-25,88127,Hooghiemstra,Sushant,84840
Senior Staff,1995-04-25,99564,Azevdeo,Vitali,56125
Senior Staff,1995-04-25,412289,Lorcy,Golgen,76562
Senior Staff,1995-04-25,414252,Pouyioutas,Sedat,56528
Senior Staff,1995-04-25,453956,Heystek,Salvador,71137
Senior Staff,1995-04-26,66516,Crouzet,Akeel,40000
Senior Staff,1995-04-26,99422,Navazio,Kotesh,67111
Senior Staff,1995-04-26,236787,Rathonyi,Suebskul,63515
Senior Staff,1995-04-27,35780,Tyugu,Duro,57827
Senior Staff,1995-04-27,279506,Selvestrel,Shih,40000
Senior Staff,1995-04-27,425104,Zolotykh,Billur,55161
Senior Staff,1995-04-28,109584,Sewelson,Baoqiu,40000
Senior Staff,1995-04-28,439322,Waeselynck,Jaihie,83964
Senior Staff,1995-04-28,440361,Skrikant,Shahaf,40000
Senior Staff,1995-04-29,13186,Barbanera,Kyoichi,93138
Senior Staff,1995-04-29,273663,Ananiadou,Bartek,88441
Senior Staff,1995-04-30,210288,DasSarma,Oscar,76726
Senior Staff,1995-04-30,279042,Eldridge,Susanna,40000
Senior Staff,1995-04-30,413574,Kampfer,Yurij,56533
Senior Staff,1995-05-01,291480,Fabrizio,Kish,94536
Senior Staff,1995-05-01,462387,Rossi,Bezalel,76090
Senior Staff,1995-05-02,497760,Iwayama,Indrajit,40790
Senior Staff,1995-05-03,286165,Maierhofer,Ghassan,40000
Senior Staff,1995-05-03,405712,Munke,Iara,64694
Senior Staff,1995-05-03,481005,Zeilberger,Remko,40000
Senior Staff,1995-05-04,100965,Bultermann,Lucian,85601
Senior Staff,1995-05-04,274980,Slobodova,Sahrah,63838
Senior Staff,1995-05-04,426791,Irland,Alair,52876
Senior Staff,1995-05-05,250478,Casley,Shaleah,62935
Senior Staff,1995-05-05,254502,Dalphin,Valeska,68384
Senior Staff,1995-05-06,15534,Grabner,Guozhong,63090
Senior Staff,1995-05-06,28734,Heydon,Arvind,83827
Senior Staff,1995-05-06,36959,Jenevein,Morrie,58965
Senior Staff,1995-05-06,252507,DiGiano,Rimli,58755
Senior Staff,1995-05-06,434038,Kaiserswerth,Chirstian,72458
Senior Staff,1995-05-06,497806,Montemayor,Dannz,68163
Senior Staff,1995-05-07,36795,Einsfeld,Nidapan,66279
Senior Staff,1995-05-07,294068,Cmelik,Kazunori,40000
Senior Staff,1995-05-07,450737,Krychniak,Hailing,55717
Senior Staff,1995-05-07,461318,Aamodt,Fatemeh,54091
Senior Staff,1995-05-08,15799,Gelosh,Manton,64458
Senior Staff,1995-05-08,202423,Veeraraghavan,Bikash,65110
Senior Staff,1995-05-08,458063,Piazza,Krassimir,40787
Senior Staff,1995-05-08,475860,Broomell,Brigham,80427
Senior Staff,1995-05-09,35610,Kornyak,Aruna,40000
Senior Staff,1995-05-09,274342,Baca,Mihalis,84500
Senior Staff,1995-05-09,274574,Bharadwaj,Chirstian,82083
Senior Staff,1995-05-09,467645,Suessmith,Parviz,44381
Senior Staff,1995-05-09,491593,Herath,Jackson,48230
Senior Staff,1995-05-10,64872,Thibadeau,Dayanand,40000
Senior Staff,1995-05-10,222205,Validov,Ayonca,49821
Senior Staff,1995-05-10,405725,Templeman,Gennady,45977
Senior Staff,1995-05-10,406015,Erman,Suvo,76193
Senior Staff,1995-05-10,448287,Wynblatt,Neven,72582
Senior Staff,1995-05-10,479189,Dulin,Arnould,40000
Senior Staff,1995-05-10,488249,Ciolek,Macha,50257
Senior Staff,1995-05-11,11139,Homond,Bogdan,63596
Senior Staff,1995-05-11,270142,DuBourdieux,Xuejun,48005
Senior Staff,1995-05-11,285789,Welham,Uli,75992
Senior Staff,1995-05-11,452541,Strandh,Morris,56016
Senior Staff,1995-05-11,475475,Lichtner,Baruch,56172
Senior Staff,1995-05-12,211716,Lores,Roded,40000
Senior Staff,1995-05-12,264241,Chvatal,Shin,55578
Senior Staff,1995-05-13,249613,Onuegbe,Magy,50443
Senior Staff,1995-05-13,437483,Callaway,Adin,40000
Senior Staff,1995-05-13,461364,Huttel,Vasilii,69217
Senior Staff,1995-05-14,61755,Eppinger,Trygve,48950
Senior Staff,1995-05-14,92833,Jullig,Jeanna,47336
Senior Staff,1995-05-14,246919,Perin,Menkae,107316
Senior Staff,1995-05-15,87047,Beilner,True,40000
Senior Staff,1995-05-15,95256,Hennings,Xiaocheng,40000
Senior Staff,1995-05-15,265682,Irland,Xiaobin,56320
Senior Staff,1995-05-16,403464,Bage,Shigenori,40000
Senior Staff,1995-05-16,429514,Merkl,Alair,40000
Senior Staff,1995-05-16,449657,Serre,Cathie,72150
Senior Staff,1995-05-17,31558,Hmelo,Shuzo,81615
Senior Staff,1995-05-17,40398,Szilard,Radhia,59898
Senior Staff,1995-05-17,73194,Castellani,Perry,46686
Senior Staff,1995-05-17,107341,Garnick,Felicidad,43265
Senior Staff,1995-05-17,419336,Bahr,Peer,40000
Senior Staff,1995-05-18,60291,Talmor,Perla,68108
Senior Staff,1995-05-18,245430,Granlund,Roselyn,40000
Senior Staff,1995-05-18,279386,Verspoor,Parto,59100
Senior Staff,1995-05-19,13786,Berendt,Takushi,74494
Senior Staff,1995-05-19,261127,Pena,Tremaine,72264
Senior Staff,1995-05-19,266389,Pauthner,Armond,61555
Senior Staff,1995-05-19,440152,Ertl,Kirk,62545
Senior Staff,1995-05-19,440264,Biran,Izaskun,47441
Senior Staff,1995-05-20,68173,Litzkow,Gererd,40000
Senior Staff,1995-05-20,203214,Kilgour,Paraskevi,76135
Senior Staff,1995-05-20,203848,Domenig,Danel,55657
Senior Staff,1995-05-20,267692,Spelt,Vishu,50716
Senior Staff,1995-05-21,467058,Kaltofen,Gift,51404
Senior Staff,1995-05-22,202014,Bernatsky,Mara,61680
Senior Staff,1995-05-22,219436,Zambonelli,Berto,43209
Senior Staff,1995-05-22,220412,Hutter,Odinaldo,40000
Senior Staff,1995-05-22,298794,Rothe,Mohit,58375
Senior Staff,1995-05-23,91516,Bazzichi,Kolar,53397
Senior Staff,1995-05-23,247706,Sethi,Goa,52775
Senior Staff,1995-05-23,249341,Reinhart,Miquel,74912
Senior Staff,1995-05-23,269812,Thorensen,Dayanand,45085
Senior Staff,1995-05-24,24775,Spelt,Ziyad,40000
Senior Staff,1995-05-24,241973,Ozeki,Stevo,40000
Senior Staff,1995-05-24,265635,Marakhovsky,Djelloul,70291
Senior Staff,1995-05-24,486071,Thambidurai,Tse,56465
Senior Staff,1995-05-25,203238,Zallocco,Fei,72195
Senior Staff,1995-05-26,85537,Bernatsky,Tzu,55380
Senior Staff,1995-05-26,272094,Mamelak,Uli,71222
Senior Staff,1995-05-26,481070,Gimbel,Miyeon,57299
Senior Staff,1995-05-27,25801,Trogemann,Genta,52478
Senior Staff,1995-05-27,54981,Pettis,Giao,40000
Senior Staff,1995-05-27,257920,Fiebach,Marek,73779
Senior Staff,1995-05-27,296848,Kermarrec,Jianhua,79420
Senior Staff,1995-05-27,408834,Ermel,Amstein,47807
Senior Staff,1995-05-28,37281,Fontan,Gita,69468
Senior Staff,1995-05-28,51616,Rassart,Rafail,48640
Senior Staff,1995-05-28,265903,Angelov,Abdelkader,49831
Senior Staff,1995-05-28,289619,Mundy,Jiafu,56561
Senior Staff,1995-05-28,410126,Shobatake,Mari,43040
Senior Staff,1995-05-28,488456,Vesna,Eran,64753
Senior Staff,1995-05-29,24432,Vakili,Jackson,74287
Senior Staff,1995-05-29,293766,Schurmann,Tomoyuki,40000
Senior Staff,1995-05-30,38942,Xiaoshan,Danco,68402
Senior Staff,1995-05-30,40423,Ligten,Gita,49072
Senior Staff,1995-05-30,207827,Tasistro,Remco,63979
Senior Staff,1995-05-30,412164,Merro,Slavian,119939
Senior Staff,1995-05-30,432082,Rebaine,Mihalis,40000
Senior Staff,1995-05-31,15330,Chinal,Jaroslava,53020
Senior Staff,1995-05-31,207976,Champarnaud,Gritta,46868
Senior Staff,1995-05-31,271980,Angel,Shigenori,96207
Senior Staff,1995-05-31,282402,Mukaidono,Shir,40000
Senior Staff,1995-05-31,457726,Lortz,Jinpo,50237
Senior Staff,1995-05-31,480355,Nooteboom,Taisook,40000
Senior Staff,1995-06-02,445970,Polajnar,Chuanti,49864
Senior Staff,1995-06-02,488530,Vuskovic,Guther,66820
Senior Staff,1995-06-03,20148,Polupanov,Ibibia,76785
Senior Staff,1995-06-03,267375,Birdsall,Koichi,67951
Senior Staff,1995-06-04,17327,Gihr,Yongmin,50152
Senior Staff,1995-06-04,28779,Bottner,Fayez,68120
Senior Staff,1995-06-04,32239,Cummings,Xumin,47582
Senior Staff,1995-06-04,49920,Babu,Dekang,53888
Senior Staff,1995-06-04,60965,Loncour,Conrado,79864
Senior Staff,1995-06-04,74177,Azumi,Charmane,40000
Senior Staff,1995-06-04,211333,Tetzlaff,Geoffry,55081
Senior Staff,1995-06-04,453181,Schaar,Vasilii,40000
Senior Staff,1995-06-05,12395,Felder,Sanjit,66909
Senior Staff,1995-06-06,93445,Imataki,Shahaf,40000
Senior Staff,1995-06-06,224843,Openshaw,Janalee,40000
Senior Staff,1995-06-06,475071,Assaf,Chinho,40000
Senior Staff,1995-06-07,64703,Fiebach,Trygve,47643
Senior Staff,1995-06-07,95427,Braunmuhl,George,40000
Senior Staff,1995-06-07,425359,Marchegay,Jaideep,69009
Senior Staff,1995-06-07,469699,Rothe,Xuejia,85939
Senior Staff,1995-06-08,107554,Conry,Zvonko,77044
Senior Staff,1995-06-08,220009,Kakkad,Billie,49553
Senior Staff,1995-06-08,223750,Dayana,Shaibal,57729
Senior Staff,1995-06-08,289950,Koshino,Sudharsan,44981
Senior Staff,1995-06-08,297169,Rousseau,Vincent,102822
Senior Staff,1995-06-09,75335,Versino,Supot,47284
Senior Staff,1995-06-09,83565,Beidas,Nevio,40000
Senior Staff,1995-06-09,279451,Qiwen,Pasqua,94698
Senior Staff,1995-06-09,416294,Conte,Tianruo,78602
Senior Staff,1995-06-09,430362,Baranowski,Marc,47142
Senior Staff,1995-06-10,53259,Zirintsis,Francoise,45141
Senior Staff,1995-06-10,92535,Pero,Sarita,64712
Senior Staff,1995-06-11,19467,Ecklund,Mitchel,40000
Senior Staff,1995-06-11,106942,Klassen,Eckart,50073
Senior Staff,1995-06-11,211494,Melichar,Jasminko,73876
Senior Staff,1995-06-11,401817,Samarati,Ayakannu,60060
Senior Staff,1995-06-12,96911,Jeansoulin,Hirochika,89959
Senior Staff,1995-06-12,286811,Porenta,Radhia,46865
Senior Staff,1995-06-12,434084,Cappello,Abdelghani,90879
Senior Staff,1995-06-13,270630,Lortz,Masaru,40000
Senior Staff,1995-06-13,441520,Suermann,Shounak,53588
Senior Staff,1995-06-13,497643,Dahlbom,Ipke,44382
Senior Staff,1995-06-14,209356,Jansen,Tesuro,66004
Senior Staff,1995-06-14,215142,Kushner,Danil,59412
Senior Staff,1995-06-14,262625,Streit,Gopalakrishnan,40000
Senior Staff,1995-06-14,405256,Domenig,Billur,78245
Senior Staff,1995-06-15,22758,Rijckaert,Mabry,59665
Senior Staff,1995-06-15,55306,Vuskovic,Kotesh,56857
Senior Staff,1995-06-15,201633,Vidal,Shigehito,52698
Senior Staff,1995-06-15,291175,Billawala,Susanne,77592
Senior Staff,1995-06-16,441672,Rabehasaina,Inderjeet,61215
Senior Staff,1995-06-16,461271,Erva,Constantijn,60398
Senior Staff,1995-06-17,243478,DasSarma,Ekawit,54312
Senior Staff,1995-06-17,266004,Kaiserswerth,Xinyu,56504
Senior Staff,1995-06-17,416980,Meszaros,Qunsheng,70218
Senior Staff,1995-06-17,417595,Roccetti,Maik,83777
Senior Staff,1995-06-17,447530,Zeidenstein,Bodh,52912
Senior Staff,1995-06-18,23506,Luck,Shiv,40000
Senior Staff,1995-06-18,428688,Deville,Alagu,41746
Senior Staff,1995-06-19,273778,Landherr,Maik,55474
Senior Staff,1995-06-20,25685,Sommer,Shalesh,48843
Senior Staff,1995-06-20,101617,Maquelin,Serge,61499
Senior Staff,1995-06-20,226782,Beerel,Jaber,98193
Senior Staff,1995-06-20,494128,Chiodo,Brewster,110843
Senior Staff,1995-06-21,57188,Juneja,Taiji,40000
Senior Staff,1995-06-21,238992,Hiyoshi,Fox,54017
Senior Staff,1995-06-21,483128,Brookner,Suzette,40000
Senior Staff,1995-06-22,245598,Remmers,Takanari,54900
Senior Staff,1995-06-22,261598,Anily,Mostafa,40000
Senior Staff,1995-06-22,427298,Serra,Saniya,40000
Senior Staff,1995-06-22,444673,Kruskal,Taisook,40000
Senior Staff,1995-06-23,33579,Eickenmeyer,Guozhong,78586
Senior Staff,1995-06-23,36620,Itzigehl,Arno,87944
Senior Staff,1995-06-23,44785,Kriebel,Phule,64670
Senior Staff,1995-06-23,63992,Cools,Yuping,40000
Senior Staff,1995-06-23,272438,Litecky,Tonia,72757
Senior Staff,1995-06-24,62750,Lemarechal,Achilleas,78766
Senior Staff,1995-06-24,202309,Masand,Sariel,45539
Senior Staff,1995-06-25,82858,Taubman,True,62709
Senior Staff,1995-06-25,106482,Selenyi,Alselm,77323
Senior Staff,1995-06-25,204679,Marchegay,Masaru,63947
Senior Staff,1995-06-25,422896,Kulisch,Kristin,52786
Senior Staff,1995-06-25,438934,Thisen,Mads,41744
Senior Staff,1995-06-26,10356,Standera,Vasilis,45376
Senior Staff,1995-06-26,29250,Besancenot,Radoslaw,60178
Senior Staff,1995-06-26,233570,Sridhar,Jessie,51752
Senior Staff,1995-06-26,426394,Pettit,Margo,51662
Senior Staff,1995-06-27,24746,Tsukuda,Tianruo,60533
Senior Staff,1995-06-27,47567,Pouyioutas,Marc,40000
Senior Staff,1995-06-27,442271,Speer,Chinho,73119
Senior Staff,1995-06-28,43573,Nicolson,Jianwen,40000
Senior Staff,1995-06-28,57689,Rosch,Shuzo,40000
Senior Staff,1995-06-28,235658,Gyorkos,Adil,57958
Senior Staff,1995-06-28,415867,Erev,Shuji,40000
Senior Staff,1995-06-28,431675,Kroha,Giao,62798
Senior Staff,1995-06-28,490406,Rubsam,Zhongwei,71789
Senior Staff,1995-06-29,74354,Lorys,Aron,40000
Senior Staff,1995-06-29,254370,Schwartzburd,Khedija,62190
Senior Staff,1995-06-29,291809,Birge,Kayoko,67179
Senior Staff,1995-06-29,480981,Braccini,Arco,62938
Senior Staff,1995-06-30,217199,Saoudi,Miomir,76934
Senior Staff,1995-06-30,221396,Caine,Leandro,51031
Senior Staff,1995-06-30,250825,Perfilyeva,Christophe,80146
Senior Staff,1995-07-02,53871,Hebert,Xudong,64694
Senior Staff,1995-07-02,208699,Isaak,Sachio,59967
Senior Staff,1995-07-02,212796,Eiron,Troy,63375
Senior Staff,1995-07-02,450192,Ghalwash,Sachem,61104
Senior Staff,1995-07-02,456430,Picel,Sukumar,40000
Senior Staff,1995-07-03,33698,Dalton,Mohan,80844
Senior Staff,1995-07-03,73542,Acton,Shigehito,84958
Senior Staff,1995-07-03,77386,McFarlan,Bowen,71161
Senior Staff,1995-07-03,234166,Birke,Isamu,81432
Senior Staff,1995-07-03,454983,Yamaashi,Sedat,61232
Senior Staff,1995-07-04,51791,Kroft,Marjo,49998
Senior Staff,1995-07-04,78515,Sury,Otilia,40000
Senior Staff,1995-07-04,220019,Lamba,Rafael,77363
Senior Staff,1995-07-04,450479,Bressoud,Yonghong,66998
Senior Staff,1995-07-05,25537,Ibel,Akeel,103268
Senior Staff,1995-07-05,40714,Covnot,Lijie,81620
Senior Staff,1995-07-05,201327,Pluym,Demos,40000
Senior Staff,1995-07-05,256772,Malinowski,Hiroyasu,55199
Senior Staff,1995-07-05,433998,Pettis,Chiradeep,86921
Senior Staff,1995-07-06,30673,Ozeki,Berry,42867
Senior Staff,1995-07-06,58301,Lindqvist,Gift,54563
Senior Staff,1995-07-06,256241,Uludag,Brigham,65494
Senior Staff,1995-07-06,260642,Kemmerer,Xianlong,40000
Senior Staff,1995-07-06,422057,Shiratori,Mahmut,53457
Senior Staff,1995-07-06,439579,Hatcliff,Stein,40000
Senior Staff,1995-07-07,39151,Erbe,Stamatina,40000
Senior Staff,1995-07-07,81537,Pezzoli,Beshir,56162
Senior Staff,1995-07-07,227608,Stentiford,Christ,49958
Senior Staff,1995-07-07,234524,Yemenis,Fai,40000
Senior Staff,1995-07-07,285609,Uludag,Tetsushi,68011
Senior Staff,1995-07-07,425639,Engelmann,Odysseas,40000
Senior Staff,1995-07-07,469733,Khasidashvili,Vishu,40000
Senior Staff,1995-07-07,471904,Brender,Youssef,69249
Senior Staff,1995-07-08,295506,Blokdijk,Aloys,51304
Senior Staff,1995-07-08,412560,Barinka,Mari,93313
Senior Staff,1995-07-09,19048,Radhakrishnan,Nikolaus,64540
Senior Staff,1995-07-09,452058,Gaughan,Hugh,40000
Senior Staff,1995-07-10,222077,Kilgour,Gor,81203
Senior Staff,1995-07-10,269662,Benantar,Shih,49429
Senior Staff,1995-07-10,407951,Olano,Youngkon,95651
Senior Staff,1995-07-10,479637,Marsiglia,Genta,69894
Senior Staff,1995-07-11,39969,Conia,Mark,40000
Senior Staff,1995-07-11,53398,Munch,Brigham,40000
Senior Staff,1995-07-11,406192,Tanemo,Deniz,40000
Senior Staff,1995-07-11,418666,Denny,Guiseppe,70261
Senior Staff,1995-07-12,29991,Rosenbaum,Aral,83701
Senior Staff,1995-07-12,64535,Georgatos,Zongyan,40407
Senior Staff,1995-07-12,265462,Guardalben,Mara,49706
Senior Staff,1995-07-12,288776,Baca,Akeno,69983
Senior Staff,1995-07-12,434580,Saoudi,Oscal,65544
Senior Staff,1995-07-13,252700,Mayerwieser,Tonny,40000
Senior Staff,1995-07-13,409490,Selenyi,Noritoshi,45663
Senior Staff,1995-07-14,101000,Marrevee,Vishv,51328
Senior Staff,1995-07-14,460407,Gargeya,Sham,40910
Senior Staff,1995-07-15,19076,Ferretti,Hein,40000
Senior Staff,1995-07-15,214108,Ellozy,Chiradeep,57811
Senior Staff,1995-07-15,215713,Engberts,Radhakrishnan,44365
Senior Staff,1995-07-15,431062,Magalhaes,Chikara,40000
Senior Staff,1995-07-15,494404,Mapelli,Menkae,56415
Senior Staff,1995-07-16,297218,Alameldin,Teruyuki,46998
Senior Staff,1995-07-16,458905,Kusakabe,Mingzeng,40000
Senior Staff,1995-07-17,54595,Bultermann,Jixiang,52462
Senior Staff,1995-07-17,432542,Syang,Hitofumi,42539
Senior Staff,1995-07-17,433001,Eickenmeyer,Wilmer,59031
Senior Staff,1995-07-18,40631,Alameldin,Frazer,40000
Senior Staff,1995-07-18,47998,Karner,Rance,40183
Senior Staff,1995-07-18,423352,Isard,Shigehiro,71433
Senior Staff,1995-07-19,33894,Bratten,Harngdar,70823
Senior Staff,1995-07-19,265501,Cromarty,Paraskevi,97944
Senior Staff,1995-07-19,445085,Chorvat,Chenxi,52117
Senior Staff,1995-07-20,51686,Rosay,Luigi,40000
Senior Staff,1995-07-20,76142,Ambroszkiewicz,Nikolaos,88018
Senior Staff,1995-07-20,93221,McDermid,Sanjit,50551
Senior Staff,1995-07-20,226627,Serdy,Hilari,48830
Senior Staff,1995-07-20,284662,Schahn,Mrinalini,40000
Senior Staff,1995-07-20,297125,Rullman,Morrie,42144
Senior Staff,1995-07-21,28716,Hertweck,Kristian,62924
Senior Staff,1995-07-21,82893,Unni,Junsik,40000
Senior Staff,1995-07-21,266044,Gunderson,Sibyl,44486
Senior Staff,1995-07-22,226603,Pokrovskii,Spyrose,40000
Senior Staff,1995-07-22,445023,Dredge,Tadahiro,80716
Senior Staff,1995-07-22,461347,Chepyzhov,Hisao,64044
Senior Staff,1995-07-23,18581,Ranai,Mitsuyuki,99867
Senior Staff,1995-07-23,73734,Rodite,Zhongwei,66545
Senior Staff,1995-07-24,248580,Borovoy,Flemming,40000
Senior Staff,1995-07-24,272317,Luga,Zhiguo,67959
Senior Staff,1995-07-24,285308,Miake,Domenico,85766
Senior Staff,1995-07-24,403734,Famili,Oscal,49449
Senior Staff,1995-07-25,37948,Zykh,Jayson,56561
Senior Staff,1995-07-25,97374,Strandh,Kotesh,54926
Senior Staff,1995-07-25,106465,Guting,Nidapan,40000
Senior Staff,1995-07-25,401157,Sewelson,Zhanqiu,59248
Senior Staff,1995-07-25,421275,Bressoud,Gaurav,40000
Senior Staff,1995-07-26,57485,Ligten,Georgy,40000
Senior Staff,1995-07-26,295692,Birnbaum,Fumitaka,54924
Senior Staff,1995-07-26,299540,Holburn,Shigehito,77586
Senior Staff,1995-07-26,465033,Yetim,Yuriy,40000
Senior Staff,1995-07-27,105425,Peir,Minghong,56218
Senior Staff,1995-07-27,249011,Fargier,JoAnne,42644
Senior Staff,1995-07-27,290857,Garigliano,Zeljko,60162
Senior Staff,1995-07-28,57756,Ghalwash,Kwok,40000
Senior Staff,1995-07-28,223344,Eiter,Perla,81568
Senior Staff,1995-07-28,487894,Highland,Subhankar,58919
